taxon_id	speciesName	order	family	genus	redlistCategory	rl_cat	habitat_breadth	gestation_length	weaning_age	criterionB	rl_cat	threatened_status	range_size	patch_matrix	continuum_p5	continuum_p10	continuum_p50	continuum_p90	continuum_p95	hybrid_p5	hybrid_p10	hybrid_p50	hybrid_p90	hybrid_p95	realm
136464	Ctenomys flamarioni	Rodentia	Ctenomyidae	Ctenomys	Endangered	EN	1	94.31	35.98	1	EN	Threatened	35548	0.161162372	5.25096E-08	3.60587E-06	0.002420302	0.23701698	0.457246004	0.056724722	0.081710039	0.295701176	0.794334316	0.869619393	Neotropic
136499	Ctenomys fochi	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD		91.32	33.5	0	DD	Data deficient	37963	0.274662171	0.000619201	0.002313044	0.03598205	0.265203065	0.357190731	0.099027891	0.115823252	0.197738439	0.38796339	0.405959794	Neotropic
136601	Ctenomys fodax	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	1	12.67	36.523	0	DD	Data deficient	43168	0.056662342	0.000561713	0.000997304	0.01747457	0.079680975	0.10127425	0.089354657	0.096377842	0.141583659	0.263295725	0.295189939	Neotropic
115553730	Ctenomys frater	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	1	88.393	36.385	0	LC	Non-threatened	218703	0.133875621	7.19591E-05	0.000214574	0.00973632	0.138937315	0.265391341	0.099636664	0.11373492	0.187071636	0.426904714	0.654618305	Neotropic
5806	Ctenomys fulvus	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	2	86.758	39.239	0	DD	Data deficient	97556	0.441408012	0.003570674	0.008511671	0.108102769	0.678253025	0.757134885	0.138947725	0.15467553	0.396433041	0.766555238	0.813418233	Neotropic
136607	Ctenomys goodfellowi	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	1	9.466	38.423	0	LC	Non-threatened	22727	0.210454525	0.000101268	0.000524155	0.025894407	0.144163266	0.174474959	0.088639221	0.100431158	0.1405247	0.189510638	0.226377478	Neotropic
5807	Ctenomys haigi	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	4	91.32	34.469	0	LC	Non-threatened	26924	0.222849502	0.000976112	0.002351488	0.037782742	0.169658293	0.201943387	0.110546259	0.120959897	0.16317445	0.318218315	0.350011902	Neotropic
45958852	Ctenomys ibicuiensis	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	1			0	DD	Data deficient	9984	0.082832532	0.000215716	0.000439197	0.005777926	0.053464942	0.088925926	0.063001808	0.068397431	0.093256034	0.191757965	0.216789246	Neotropic
136281	Ctenomys johannis	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	1	85.957	45.15	0	DD	Data deficient	48581	0.240340874	2.72136E-07	2.81851E-05	0.029421806	0.267264634	0.356613874	0.109100891	0.126148388	0.198951662	0.405456424	0.468062498	Neotropic
136556	Ctenomys juris	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD		91.32	34.3	0	DD	Data deficient	42978	0.15154265	5.60052E-06	7.18118E-05	0.012675822	0.12212781	0.148093658	0.080539571	0.094546074	0.135321155	0.179167691	0.188136199	Neotropic
5808	Ctenomys knighti	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	1	91.681	36.869	0	DD	Data deficient	42513	0.406158116	0.000963249	0.00318499	0.061737195	0.351405889	0.384904557	0.110054501	0.126742807	0.245844752	0.392120522	0.409875903	Neotropic
136567	Ctenomys lami	Rodentia	Ctenomyidae	Ctenomys	Vulnerable	VU	1	98.28	35.358	1	VU	Threatened	11328	0.010858051	2.38009E-10	1.22958E-09	9.58051E-05	0.006127472	0.012338352	0.030907007	0.032293883	0.050275277	0.078153361	0.081049996	Neotropic
5809	Ctenomys latro	Rodentia	Ctenomyidae	Ctenomys	Endangered	EN	2	91.32	37.425	1	EN	Threatened	6560	0.037957317	4.05852E-05	0.000120487	0.006386566	0.051709824	0.067669037	0.079107603	0.082706681	0.105175018	0.123056556	0.12591452	Neotropic
5810	Ctenomys leucodon	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	3	9.732	36.977	0	LC	Non-threatened	11488	0.002524373	4.62873E-05	0.000122327	0.00134641	0.008390244	0.011779904	0.037609631	0.038046725	0.043626964	0.068164483	0.068699042	Neotropic
5811	Ctenomys lewisi	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	1	87.559	35.13	0	LC	Non-threatened	4775	0	0.000117972	0.000179236	0.001573546	0.009323185	0.021152895						Neotropic
5812	Ctenomys magellanicus	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	1	94.7	36.67	0	LC	Non-threatened	251360	0.211024029	0.000711233	0.001543143	0.030917243	0.329184073	0.516012362	0.121260112	0.140071529	0.314417809	0.869771755	0.933707088	Neotropic
5813	Ctenomys maulinus	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	1	91.32	33.871	0	LC	Non-threatened	51547	0.101519002	0.000154811	0.000407014	0.014336933	0.099942783	0.150757915	0.08860753	0.100553052	0.150002599	0.279393834	0.332791311	Neotropic
5814	Ctenomys mendocinus	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	2	91.32	33.87	0	LC	Non-threatened	137746	0.1151322	4.13449E-05	0.000401402	0.017786556	0.114613924	0.153309006	0.098976471	0.109237102	0.145596713	0.305581987	0.348868746	Neotropic
5815	Ctenomys minutus	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	3	91.686	33.994	0	DD	Data deficient	54986	0.014330921	3.88676E-09	2.3831E-07	0.000268908	0.01061505	0.0206863	0.034232666	0.039978156	0.063214295	0.098214342	0.122047615	Neotropic
5817	Ctenomys occultus	Rodentia	Ctenomyidae	Ctenomys	Endangered	EN	1	91.32	34.581	1	EN	Threatened	38241	0.101854031	7.92456E-07	8.1598E-06	0.006170026	0.091086522	0.141378239	0.085097184	0.099241114	0.140292317	0.297238827	0.316442323	Neotropic
5818	Ctenomys opimus	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	1	6.83	44.27	0	LC	Non-threatened	289493	0.351642354	0.000473509	0.001331285	0.053311784	0.663180172	0.775660264	0.115213484	0.139608943	0.396964207	0.81143775	0.869801268	Neotropic
136390	Ctenomys osvaldoreigi	Rodentia	Ctenomyidae	Ctenomys	Critically Endangered	CR	1	94.33	37.351	1	CR	Threatened	45118	0.136486546	6.2599E-08	1.15329E-06	0.004199645	0.129606977	0.21147839	0.086351822	0.102698099	0.164563119	0.320587993	0.339487636	Neotropic
5819	Ctenomys pearsoni	Rodentia	Ctenomyidae	Ctenomys	Near Threatened	NT	3	95.79	35.369	1	NT	Non-threatened	23325	0.009946409	4.37521E-09	6.72633E-07	0.000306737	0.004822903	0.011993736	0.074982268	0.078349646	0.086903993	0.100636545	0.145358223	Neotropic
5820	Ctenomys perrensi	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	1	94.616	38.219	0	LC	Non-threatened	45465	0.000109975	5.84908E-05	0.000162343	0.003128697	0.016252172	0.02481319	0.052472073	0.053659229	0.059051026	0.083540338	0.083910042	Neotropic
5821	Ctenomys peruanus	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	1	121.287	41.49	0	LC	Non-threatened	5499	0.00290962	0.000339834	0.000486856	0.004656481	0.02062147	0.025654	0.090974569	0.091497716	0.096247964	0.098788075	0.099097127	Neotropic
136289	Ctenomys pilarensis	Rodentia	Ctenomyidae	Ctenomys	Endangered	EN	2	94.857	37.74	1	EN	Threatened	45955	0.001088021	1.47208E-05	6.70904E-05	0.001466972	0.012206013	0.01943719	0.038650938	0.043412931	0.099104166	0.157781723	0.217842364	Neotropic
5822	Ctenomys pontifex	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD		91.875	37.914	0	DD	Data deficient	82385	0.202197002	0.000635293	0.001821691	0.033787839	0.296465284	0.380104679	0.123334007	0.149460272	0.294742674	0.443332696	0.49586205	Neotropic
5823	Ctenomys porteousi	Rodentia	Ctenomyidae	Ctenomys	Near Threatened	NT	2	95.275	34.771	1	NT	Non-threatened	46261	0.018374008	7.22894E-06	1.83703E-05	0.000499535	0.012519834	0.02459175	0.038432486	0.050913241	0.075292561	0.1952887	0.270139916	Neotropic
136370	Ctenomys pundti	Rodentia	Ctenomyidae	Ctenomys	Endangered	EN	1	91.32	32.93	1	EN	Threatened	10519	0.000855595	1.68097E-06	3.71776E-06	5.18555E-05	0.001447881	0.004390235	0.02823523	0.032513128	0.059237599	0.101715392	0.103524762	Neotropic
136635	Ctenomys rionegrensis	Rodentia	Ctenomyidae	Ctenomys	Endangered	EN	2	91.799	33.717	1	EN	Threatened	86991	0.008138773	5.09615E-07	6.45294E-06	0.000703386	0.02824262	0.05353461	0.049067331	0.062969604	0.101923119	0.162086424	0.17388467	Neotropic
136633	Ctenomys roigi	Rodentia	Ctenomyidae	Ctenomys	Critically Endangered	CR	3	95.861	35.548	1	CR	Threatened	87	0	1.27063E-07	2.55122E-07	5.79077E-05	0.001292602	0.002101433						Neotropic
5824	Ctenomys saltarius	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	1	88.419	36.995	0	DD	Data deficient	78724	0.234731467	7.75186E-06	0.000150437	0.028957038	0.228643452	0.373199691	0.106875683	0.117131159	0.190658569	0.574161267	0.711284637	Neotropic
136568	Ctenomys scagliai	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	1	139.335	94.284	0	DD	Data deficient	59340	0.195567914	3.26065E-06	4.07842E-05	0.020910484	0.186724675	0.330816171	0.105592033	0.114623104	0.190275535	0.383397102	0.404507297	Neotropic
5825	Ctenomys sericeus	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	1	92.839	38.441	0	DD	Data deficient	41543	0.379751101	0.004437237	0.010772522	0.084019147	0.77104342	0.891344386	0.134265997	0.153866597	0.385336146	0.915271044	0.956241399	Neotropic
5826	Ctenomys sociabilis	Rodentia	Ctenomyidae	Ctenomys	Critically Endangered	CR	3	85.364	4.374	1	CR	Threatened	22808	0.1441161	0.000612808	0.001293937	0.026822173	0.142053035	0.192469066	0.105012812	0.117241484	0.17245467	0.356996191	0.429456708	Neotropic
5827	Ctenomys steinbachi	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	3	91.78	37.55	0	LC	Non-threatened	19301	0.034505984	6.95603E-09	1.69511E-07	0.000205641	0.025575109	0.050183099	0.066291071	0.07439189	0.10214946	0.197078951	0.213625278	Neotropic
5828	Ctenomys talarum	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	2	12.67	36.523	0	LC	Non-threatened	51281	0.06197227	4.62553E-07	7.12579E-06	0.00063005	0.037362769	0.086897865	0.053936459	0.06805089	0.118164007	0.231583719	0.253973122	Neotropic
5829	Ctenomys torquatus	Rodentia	Ctenomyidae	Ctenomys	Least Concern	LC	2	17.22	35.851	0	LC	Non-threatened	241826	0.012298099	6.56342E-05	0.000214526	0.003585539	0.025168659	0.037055468	0.044750633	0.052346337	0.08546558	0.131616239	0.206676541	Neotropic
5830	Ctenomys tuconax	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	3	89.152	36.596	0	DD	Data deficient	52749	0.194600846	2.82874E-06	4.91736E-05	0.016182506	0.182319608	0.333432007	0.092464629	0.105968344	0.186852083	0.386127418	0.403878164	Neotropic
5831	Ctenomys tucumanus	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	1	91.32	34.48	0	DD	Data deficient	41627	0.090205876	1.01699E-06	1.01485E-05	0.006668369	0.0790842	0.125275141	0.068719811	0.081261267	0.12879245	0.228538084	0.312071767	Neotropic
136826	Ctenomys tulduco	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD		85.985	45.26	0	DD	Data deficient	143	0.496503497	0.008813154	0.008907404	0.10747797	0.246134904	0.259922999	0.143280126	0.14612481	0.161577612	0.260388792	0.263947099	Neotropic
5832	Ctenomys validus	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	1	94.199	37.423	0	DD	Data deficient	56374	0.068542236	1.473E-06	8.69431E-05	0.014834589	0.076843806	0.126902324	0.08756892	0.10018265	0.153641731	0.455125871	0.563652256	Neotropic
136758	Ctenomys viperinus	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD	1	92.541	37.193	0	DD	Data deficient	67784	0.167886227	4.43271E-06	5.24387E-05	0.014402767	0.13736084	0.243649151	0.085526111	0.100671629	0.148757532	0.371799156	0.39354801	Neotropic
136681	Ctenomys yolandae	Rodentia	Ctenomyidae	Ctenomys	Data Deficient	DD		95.48	35.15	0	DD	Data deficient	56424	0.005139657	2.64698E-07	1.51021E-06	0.000704291	0.02517112	0.05258747	0.040470496	0.049470151	0.102116656	0.115419393	0.175463539	Neotropic
699	Cuniculus paca	Rodentia	Cuniculidae	Cuniculus	Least Concern	LC	1	116	78	0	LC	Non-threatened	13377304	0.466256205	1.82824E-05	0.000136018	0.082648866	1	1	0.146342061	0.188521281	0.896087229	1	1	Neotropic
700	Cuniculus taczanowskii	Rodentia	Cuniculidae	Cuniculus	Near Threatened	NT	2	115.372	75.675	0	NT	Non-threatened	409514	0.25244314	2.54398E-06	2.73964E-05	0.012032681	0.384871694	0.444515285	0.133897768	0.151530665	0.329869598	0.826251936	0.973529661	Neotropic
5953	Cuon alpinus	Carnivora	Canidae	Cuon	Endangered	EN	9	61.5	57.33	0	EN	Threatened	3456027	0.117880734	2.38178E-08	2.15273E-07	0.001005848	0.174321553	0.441631764	0.133623394	0.154796627	0.389741749	0.964756525	0.992274195	Indomalayan
136466	Cuscomys ashaninka	Rodentia	Abrocomidae	Cuscomys	Data Deficient	DD	1	1.843	37.322	0	DD	Data deficient	45	1	0.20802108	0.208608592	0.213304356	0.219559881	0.21984801	0.20802108	0.208608592	0.213304356	0.219559881	0.21984801	Neotropic
136658	Cuscomys oblativa	Rodentia	Abrocomidae	Cuscomys	Data Deficient	DD	1	99.911	42.741	0	DD	Data deficient	257	0	0.000559566	0.0007074	0.001108438	0.00690347	0.012493408						Neotropic
6019	Cyclopes didactylus	Pilosa	Cyclopedidae	Cyclopes	Least Concern	LC	3	215.745	152.18	0	LC	Non-threatened	7925737	0.653958111	0.000103027	0.001210017	0.44721359	1	1	0.186270676	0.249910682	0.960621983	1	1	Neotropic
41597	Cynictis penicillata	Carnivora	Herpestidae	Cynictis	Least Concern	LC	4	56.2	6.872	0	LC	Non-threatened	2261730	0.193192821	6.54539E-05	0.0003678	0.015828948	0.277850556	0.47258864	0.100356822	0.119394859	0.288743362	0.796881384	0.88126367	Afrotropic
6081	Cynocephalus volans	Dermoptera	Cynocephalidae	Cynocephalus	Least Concern	LC	2	15	187.82	0	LC	Non-threatened	120190	0.024635993	1.17405E-06	5.21944E-06	0.000588092	0.023351924	0.047024185	0.070890702	0.081183016	0.120806873	0.356236041	0.462006301	Indomalayan
6082	Cynogale bennettii	Carnivora	Viverridae	Cynogale	Endangered	EN	4	65.141	86.335	0	EN	Threatened	1090387	0.051838476	9.79839E-07	1.81856E-05	0.007015612	0.08363281	0.12518644	0.117265031	0.13229734	0.272733778	0.64834519	0.839006251	Indomalayan
13637	Cynomops abrasus	Chiroptera	Molossidae	Cynomops	Data Deficient	DD	1	89.897	53.114	0	DD	Data deficient	9950118	0.584393773	8.29252E-05	0.000656294	0.263122141	1	1	0.158024251	0.202658302	0.924085915	1	1	Neotropic
13639	Cynomops greenhalli	Chiroptera	Molossidae	Cynomops	Least Concern	LC	2	96.142	55.673	0	LC	Non-threatened	4490595	0.532881055	2.07331E-05	0.000236662	0.185297996	1	1	0.172791079	0.21938161	0.957272649	1	1	Neotropic
136611	Cynomops mexicanus	Chiroptera	Molossidae	Cynomops	Least Concern	LC	2	9.877	53.754	0	LC	Non-threatened	236680	0.106375697	2.35805E-06	2.43464E-05	0.004684525	0.110198073	0.218066996	0.080302328	0.101860265	0.203785419	0.760323846	0.893913984	Neotropic
87993512	Cynomops milleri	Chiroptera	Molossidae	Cynomops	Least Concern	LC	1	94.314	52.51	0	LC	Non-threatened	2213236	0.78127005	0.004445925	0.021518662	0.755467176	1	1	0.205642633	0.297025377	0.936341643	1	1	Neotropic
87993365	Cynomops paranus	Chiroptera	Molossidae	Cynomops	Data Deficient	DD	2	94.228	53.93	0	DD	Data deficient	6889710	0.672621054	0.000352266	0.002809415	0.4740199	1	1	0.188216624	0.260609877	0.96200031	1	1	Neotropic
13642	Cynomops planirostris	Chiroptera	Molossidae	Cynomops	Least Concern	LC	2	95.32	54.13	0	LC	Non-threatened	11500041	0.525575083	6.88562E-05	0.000468386	0.155503571	1	1	0.149153791	0.1946657	0.909589052	1	1	Neotropic
42453	Cynomys gunnisoni	Rodentia	Sciuridae	Cynomys	Least Concern	LC	2	3	36.65	0	LC	Non-threatened	310076	0.068234884	3.7864E-05	0.000202998	0.002397657	0.043095395	0.11007314	0.05621423	0.068613487	0.169094078	0.566310507	0.677985308	Nearctic
42454	Cynomys leucurus	Rodentia	Sciuridae	Cynomys	Least Concern	LC	2	3.39	34.38	0	LC	Non-threatened	269819	0.0742646	4.99929E-05	0.000196135	0.0013689	0.04613599	0.185433802	0.067555112	0.088020491	0.269047156	0.63536098	0.844507399	Nearctic
6091	Cynomys ludovicianus	Rodentia	Sciuridae	Cynomys	Least Concern	LC	3	35.415	47.22	0	LC	Non-threatened	1823327	0.024963706	2.36038E-06	1.33192E-05	0.000573053	0.012621315	0.031038443	0.047146988	0.06037584	0.188093469	0.79733783	0.909652662	Nearctic
6089	Cynomys mexicanus	Rodentia	Sciuridae	Cynomys	Endangered	EN	1	3.41	46.263	1	EN	Threatened	13381	0.251401241	0.000215376	0.000995788	0.039301708	0.218004093	0.298367918	0.098385024	0.110897045	0.177660637	0.335076311	0.460770902	Nearctic
6090	Cynomys parvidens	Rodentia	Sciuridae	Cynomys	Endangered	EN	1	3	36.65	1	EN	Threatened	31868	0.068313041	0.000147737	0.000630554	0.005119499	0.043225408	0.081011101	0.050562309	0.057280416	0.111682698	0.243739229	0.268712038	Nearctic
6103	Cynopterus brachyotis	Chiroptera	Pteropodidae	Cynopterus	Least Concern	LC	4	12	42	0	LC	Non-threatened	2694183	0.070608418	4.09149E-09	4.73059E-08	0.000887837	0.085683303	0.178076807	0.120584543	0.13887351	0.204712726	0.443175328	0.724933013	Indomalayan
6104	Cynopterus horsfieldii	Chiroptera	Pteropodidae	Cynopterus	Least Concern	LC	6	152.2	4	0	LC	Non-threatened	1487789	0.091184301	6.93265E-08	3.23546E-06	0.006773138	0.099277307	0.19961879	0.130980337	0.148247573	0.20336844	0.438400304	0.494753906	Indomalayan
136798	Cynopterus luzoniensis	Chiroptera	Pteropodidae	Cynopterus	Least Concern	LC	5	12	45.495	0	LC	Non-threatened	453335	0.025107261	2.07069E-07	1.21557E-06	0.000960989	0.025471075	0.049663511	0.075673728	0.089460336	0.144411705	0.348023292	0.416301914	Indomalayan
136423	Cynopterus minutus	Chiroptera	Pteropodidae	Cynopterus	Least Concern	LC	3	12	42	0	LC	Non-threatened	1462269	0.083043544	3.61139E-07	1.02512E-05	0.007267067	0.090293832	0.193725151	0.130675647	0.147477125	0.199991256	0.431271213	0.44125243	Indomalayan
6105	Cynopterus nusatenggara	Chiroptera	Pteropodidae	Cynopterus	Least Concern	LC	2	13.824	66.463	0	LC	Non-threatened	84219	0.000664933	3.68833E-07	1.84095E-06	0.000189808	0.005422604	0.010628207	0.033781567	0.036066936	0.064873636	0.073421031	0.074054172	Australasia
6106	Cynopterus sphinx	Chiroptera	Pteropodidae	Cynopterus	Least Concern	LC	4	12	42	0	LC	Non-threatened	6473793	0.026830175	2.92515E-09	2.17946E-08	5.46354E-05	0.017788232	0.055209699	0.106442724	0.123767602	0.199999988	0.667729962	0.790417159	Indomalayan
6107	Cynopterus titthaecheilus	Chiroptera	Pteropodidae	Cynopterus	Least Concern	LC	3	12	42	0	LC	Non-threatened	598151	0.001768784	7.94133E-09	1.8213E-07	0.000902137	0.01351389	0.016429842	0.041017354	0.057468679	0.234083146	0.443126082	0.47933425	Indomalayan
6206	Cyttarops alecto	Chiroptera	Emballonuridae	Cyttarops	Least Concern	LC	4	121.399	57.418	0	LC	Non-threatened	690147	0.742070892	0.002344297	0.014198601	0.7675758	1	1	0.193583226	0.266169232	0.954543352	1	1	Neotropic
6219	Dacnomys millardi	Rodentia	Muridae	Dacnomys	Data Deficient	DD	1	25.617	26.41	0	DD	Data deficient	41893	0.024085169	7.89244E-06	3.54065E-05	0.00403004	0.033777244	0.05901183	0.09198952	0.100071843	0.164048299	0.192256901	0.198306853	Indomalayan
6220	Dactylomys boliviensis	Rodentia	Echimyidae	Dactylomys	Least Concern	LC	1	88.493	56.849	0	LC	Non-threatened	339242	0.699031959	0.003454483	0.012346014	0.428262517	0.999988914	1	0.192528263	0.215713635	0.801062286	1	1	Neotropic
6221	Dactylomys dactylinus	Rodentia	Echimyidae	Dactylomys	Least Concern	LC	1	84.345	56.47	0	LC	Non-threatened	3327135	0.807037887	0.008805994	0.030749252	0.913972497	1	1	0.221685492	0.340920666	0.977425158	1	1	Neotropic
6222	Dactylomys peruanus	Rodentia	Echimyidae	Dactylomys	Data Deficient	DD	1	82.15	51.19	0	DD	Data deficient	166	0.28313253	0.002535532	0.004406843	0.011878566	0.189569652	0.191198107	0.181679338	0.183319521	0.188125938	0.192021972	0.19246081	Neotropic
6225	Dactylonax palpator	Diprotodontia	Petauridae	Dactylonax	Least Concern	LC	1	22.816	146.714	0	LC	Non-threatened	214663	0.186408463	0.001146909	0.004036166	0.042728994	0.198119596	0.245837198	0.165221857	0.174054575	0.199072555	0.409809172	0.434486303	Australasia
6223	Dactylopsila megalura	Diprotodontia	Petauridae	Dactylopsila	Least Concern	LC	1	2.84	133.834	0	LC	Non-threatened	63387	0.247101141	0.003890938	0.008834912	0.046434179	0.202936903	0.24054254	0.169899704	0.179480189	0.199785829	0.377352685	0.403002027	Australasia
6224	Dactylopsila tatei	Diprotodontia	Petauridae	Dactylopsila	Endangered	EN	2	2.992	132.784	1	EN	Threatened	139	0	0.040249876	0.040382129	0.040917743	0.041860556	0.042038187						Australasia
6226	Dactylopsila trivirgata	Diprotodontia	Petauridae	Dactylopsila	Least Concern	LC	2	24.7	156.883	0	LC	Non-threatened	765850	0.505400535	0.002893529	0.010908165	0.139624439	0.447147697	0.576479781	0.161885232	0.177455023	0.34696427	0.559797227	0.965273261	Australasia
42188	Dama dama	Cetartiodactyla	Cervidae	Dama	Least Concern	LC	4	233	182.92	0	LC	Non-threatened	188306	0.001332937	5.76258E-11	7.76843E-10	3.59032E-06	0.000477347	0.001182619	0.026132213	0.030865263	0.112344742	0.334600508	0.347588807	Palearctic
6232	Dama mesopotamica	Cetartiodactyla	Cervidae	Dama	Endangered	EN	2	233	182.92	0	EN	Threatened	618	0.491909385	4.38747E-11	2.2685E-09	0.123479579	0.326434121	0.361727524	0.187357889	0.192391197	0.215039112	0.362297022	0.379905078	Palearctic
6235	Damaliscus lunatus	Cetartiodactyla	Bovidae	Damaliscus	Least Concern	LC	5	238	215.338	0	LC	Non-threatened	1845632	0.17576635	3.19016E-05	0.000180542	0.015429969	0.195087029	0.344069439	0.109073653	0.127917618	0.215722837	0.430867705	0.604975587	Afrotropic
30208	Damaliscus pygargus	Cetartiodactyla	Bovidae	Damaliscus	Least Concern	LC	3	243	152	0	LC	Non-threatened	396985	0.009562074	5.4645E-07	1.04771E-05	0.00095974	0.01100502	0.018439409	0.034120957	0.040275432	0.073335342	0.150642663	0.202919181	Afrotropic
6267	Dasycercus blythi	Dasyuromorphia	Dasyuridae	Dasycercus	Least Concern	LC	3	38.495	12	0	LC	Non-threatened	1478076	0.689630303	0.016286762	0.030288652	0.783486307	1	1	0.203062426	0.3421776	0.941896528	1	1	Australasia
6266	Dasycercus cristicauda	Dasyuromorphia	Dasyuridae	Dasycercus	Near Threatened	NT	3	38.495	12	0	NT	Non-threatened	115322	0.791453495	0.025090508	0.047742897	0.84411329	0.99968192	1	0.270815858	0.382968974	0.912857324	1	1	Australasia
40527	Dasykaluta rosamondae	Dasyuromorphia	Dasyuridae	Dasykaluta	Least Concern	LC	1	49.69	111.5	0	LC	Non-threatened	388011	0.491122674	0.003116447	0.009572263	0.132448375	1	1	0.181837082	0.241266385	0.91501087	1	1	Australasia
6268	Dasymys foxi	Rodentia	Muridae	Dasymys	Data Deficient	DD	4	34.948	3.218	0	DD	Data deficient	52257	0	1.56694E-07	2.48388E-07	3.9955E-06	0.000646392	0.002437964						Afrotropic
6269	Dasymys incomtus	Rodentia	Muridae	Dasymys	Least Concern	LC	9	34.76	3.218	0	LC	Non-threatened	6326354	0.090386659	2.02792E-06	1.51998E-05	0.005572136	0.094812823	0.183135554	0.107720953	0.127090561	0.190501682	0.578121614	0.785064378	Afrotropic
6271	Dasymys nudipes	Rodentia	Muridae	Dasymys	Data Deficient	DD	2	34.524	3.218	0	DD	Data deficient	138478	0.001198746	1.601E-05	5.35667E-05	0.001661389	0.017141074	0.028746895	0.069861406	0.071208209	0.118449185	0.128661714	0.129250042	Afrotropic
6272	Dasymys rufulus	Rodentia	Muridae	Dasymys	Least Concern	LC	2	35.39	3.218	0	LC	Non-threatened	1676868	0.005728537	2.48252E-07	9.12063E-07	0.000123014	0.005657115	0.011803669	0.049633625	0.067756988	0.143700868	0.216342546	0.240987957	Afrotropic
6278	Dasyprocta azarae	Rodentia	Dasyproctidae	Dasyprocta	Data Deficient	DD	1	112.146	14	0	DD	Data deficient	1674760	0.134150565	4.16958E-06	2.13284E-05	0.002453717	0.144109587	0.34685041	0.074853748	0.094895672	0.253378704	0.769081563	0.858409679	Neotropic
6279	Dasyprocta coibae	Rodentia	Dasyproctidae	Dasyprocta	Near Threatened	NT	1	19.825	14	0	NT	Non-threatened	464	0.982758621	0.408198979	0.432151747	0.476983041	0.800129062	0.821691158	0.418542646	0.436339378	0.477690935	0.801307112	0.821856439	Neotropic
89497187	Dasyprocta croconota	Rodentia	Dasyproctidae	Dasyprocta	Data Deficient	DD	1	16.39	14	0	DD	Data deficient	367246	0.67522587	0.005851702	0.016968024	0.313067973	0.991918981	1	0.164026695	0.191364579	0.497461855	0.999159956	1	Neotropic
6281	Dasyprocta fuliginosa	Rodentia	Dasyproctidae	Dasyprocta	Least Concern	LC	2	111.542	14	0	LC	Non-threatened	2629501	0.82547259	0.002734404	0.024320161	0.958904743	1	1	0.24101007	0.401281238	0.99052	1	1	Neotropic
6282	Dasyprocta guamara	Rodentia	Dasyproctidae	Dasyprocta	Near Threatened	NT	2	11.484	14	1	NT	Non-threatened	7482	0.235364876	0.047504538	0.063586067	0.090140942	0.339810592	0.384206933	0.173317581	0.18624723	0.311826199	0.398146749	0.402118057	Neotropic
89531729	Dasyprocta iacki	Rodentia	Dasyproctidae	Dasyprocta	Data Deficient	DD	1	19.955	133.876	0	DD	Data deficient	46553	0.001804395	7.27561E-09	2.62196E-07	9.71059E-05	0.004305783	0.010379108	0.034929946	0.036779003	0.051439431	0.060573733	0.063140613	Neotropic
6283	Dasyprocta kalinowskii	Rodentia	Dasyproctidae	Dasyprocta	Data Deficient	DD	1	19.998	14	0	DD	Data deficient	67474	0.525743249	0.000544564	0.002088699	0.154217727	0.971137387	0.999988198	0.15207179	0.181074935	0.414591476	0.99992907	1	Neotropic
89497102	Dasyprocta leporina	Rodentia	Dasyproctidae	Dasyprocta	Least Concern	LC	1	16.39	14	0	LC	Non-threatened	4576723	0.515136704	5.36334E-05	0.000400254	0.139498755	1	1	0.145938378	0.195329611	0.934808105	1	1	Neotropic
