taxon_id	speciesName	order	family	genus	redlistCategory	rl_cat	habitat_breadth	gestation_length	weaning_age	criterionB	rl_cat	threatened_status	range_size	patch_matrix	continuum_p5	continuum_p10	continuum_p50	continuum_p90	continuum_p95	hybrid_p5	hybrid_p10	hybrid_p50	hybrid_p90	hybrid_p95	realm
45955968	Hylomyscus pamfi	Rodentia	Muridae	Hylomyscus	Data Deficient	DD	1	67.273	91.527	0	DD	Data deficient	32647	0.000551352	3.59705E-08	7.84939E-08	5.22532E-06	0.000786941	0.001670738	0.043676899	0.057392009	0.105413321	0.123621593	0.127739011	Afrotropic
10592	Hylomyscus parvus	Rodentia	Muridae	Hylomyscus	Least Concern	LC	1	27.545	27.451	0	LC	Non-threatened	495226	0.299283559	0.000300094	0.001096351	0.038708927	0.349963948	0.415101081	0.123813041	0.1388439	0.204033196	0.432882601	0.442879879	Afrotropic
47979117	Hylomyscus stella	Rodentia	Muridae	Hylomyscus	Least Concern	LC	3	29.56	24.166	0	LC	Non-threatened	87164	0.076120876	1.61393E-07	6.54027E-07	0.001834319	0.091303571	0.163258002	0.131325088	0.143673798	0.171663195	0.196694624	0.261396918	Afrotropic
111679876	Hylomyscus vulcanorum	Rodentia	Muridae	Hylomyscus	Least Concern	LC	1	25.193	25.75	0	LC	Non-threatened	55488	0.013588524	3.63632E-08	7.63056E-08	1.21855E-05	0.007843642	0.015772657	0.048568386	0.10831436	0.294690415	0.493578997	0.524767455	Afrotropic
47979811	Hylomyscus walterverheyeni	Rodentia	Muridae	Hylomyscus	Least Concern	LC	2	29.56	24.316	0	LC	Non-threatened	255252	0.401085986	0.00108731	0.002811051	0.06713105	0.382507643	0.422108573	0.117847005	0.137166491	0.227030136	0.428864369	0.440310851	Afrotropic
10598	Hylonycteris underwoodi	Chiroptera	Phyllostomidae	Hylonycteris	Least Concern	LC	3	118.58	63.84	0	LC	Non-threatened	200906	0.04887858	6.63223E-07	4.26116E-06	0.000607888	0.03998008	0.106020138	0.102578182	0.118977656	0.178149797	0.732079822	0.795509553	Neotropic
10600	Hylopetes alboniger	Rodentia	Sciuridae	Hylopetes	Least Concern	LC	3	45.72	59.364	0	LC	Non-threatened	1372356	0.045457593	2.4855E-07	2.81896E-06	0.001691564	0.038471913	0.093822148	0.109285552	0.124880446	0.216324508	0.638486516	0.78695901	Indomalayan
10602	Hylopetes bartelsi	Rodentia	Sciuridae	Hylopetes	Data Deficient	DD	2	42.445	57.614	0	DD	Data deficient	63	0	6.55681E-05	0.000136574	0.000249793	0.000290016	0.000295497						Indomalayan
10604	Hylopetes nigripes	Rodentia	Sciuridae	Hylopetes	Near Threatened	NT	1	44.173	6.542	1	NT	Non-threatened	11307	0.008048112	1.60809E-05	5.87484E-05	0.002451657	0.023741908	0.039924058	0.074989375	0.102261253	0.115789808	0.121758133	0.122312732	Indomalayan
10605	Hylopetes phayrei	Rodentia	Sciuridae	Hylopetes	Least Concern	LC	2	44.8	61.47	0	LC	Non-threatened	1059145	0.010311147	2.23838E-07	1.64287E-06	0.001585624	0.025944482	0.04180308	0.087626763	0.100557216	0.137361884	0.181346461	0.198009208	Indomalayan
136262	Hylopetes platyurus	Rodentia	Sciuridae	Hylopetes	Data Deficient	DD	4	4	73.869	0	DD	Data deficient	729695	0.062204072	7.04788E-07	1.54594E-05	0.004470291	0.067375952	0.167048335	0.119203354	0.138762565	0.306249559	0.74303441	0.863684005	Indomalayan
112296031	Hylopetes sagitta	Rodentia	Sciuridae	Hylopetes	Data Deficient	DD	1	4	73.979	0	DD	Data deficient	137266	8.74215E-05	8.06237E-11	6.06808E-10	1.64332E-06	0.000266021	0.000548054	0.006207117	0.006854695	0.01104098	0.020737936	0.021005702	Indomalayan
10606	Hylopetes sipora	Rodentia	Sciuridae	Hylopetes	Endangered	EN	1	44.91	59.19	1	EN	Threatened	556	0	0.000113894	0.000184107	0.000990627	0.012035653	0.016802425						Indomalayan
10607	Hylopetes spadiceus	Rodentia	Sciuridae	Hylopetes	Least Concern	LC	3	43.13	56.85	0	LC	Non-threatened	1138494	0.077730757	7.05909E-08	2.24751E-06	0.003316546	0.087091182	0.214501311	0.12289793	0.142223857	0.325243354	0.445025116	0.750138149	Indomalayan
10608	Hylopetes winstoni	Rodentia	Sciuridae	Hylopetes	Data Deficient	DD	2	44.938	59.23	0	DD	Data deficient	224	0	3.36198E-06	4.17064E-06	4.82945E-05	0.000410545	0.000739478						Indomalayan
10632	Hyomys dammermani	Rodentia	Muridae	Hyomys	Data Deficient	DD	1	43.524	42.711	0	DD	Data deficient	109841	0.197330687	0.001189313	0.003834145	0.038456146	0.198952079	0.21929881	0.16345786	0.17437174	0.199109241	0.364214706	0.388485637	Australasia
10633	Hyomys goliath	Rodentia	Muridae	Hyomys	Least Concern	LC	1	44.59	45.87	0	LC	Non-threatened	111530	0.099614454	0.000418074	0.001697425	0.040395742	0.132461891	0.187363258	0.157735303	0.165638797	0.18740496	0.295550406	0.354124866	Australasia
92441853	Hyorhinomys stuempkei	Rodentia	Muridae	Hyorhinomys	Data Deficient	DD	1			0	DD	Data deficient	388	0	0.007946403	0.008070944	0.010226043	0.016134849	0.016362734						Australasia
10635	Hyosciurus heinrichi	Rodentia	Sciuridae	Hyosciurus	Least Concern	LC	1	62.666	6.416	0	LC	Non-threatened	32339	0.000463836	7.6654E-05	0.000323208	0.007726056	0.016768607	0.017675008	0.134591039	0.135158384	0.141112611	0.155361122	0.18182749	Australasia
10636	Hyosciurus ileile	Rodentia	Sciuridae	Hyosciurus	Vulnerable	VU	4	46.268	48.181	1	VU	Threatened	9560	0	0.000855672	0.003101264	0.010173175	0.016912748	0.017410092						Australasia
10642	Hyperacrius fertilis	Rodentia	Cricetidae	Hyperacrius	Near Threatened	NT	3	26.869	26.724	0	NT	Non-threatened	76528	0.010218482	5.94797E-07	2.62867E-06	0.001315526	0.033235095	0.050711654	0.059511613	0.097871438	0.210114576	0.481169894	0.507979652	Palearctic
10643	Hyperacrius wynnei	Rodentia	Cricetidae	Hyperacrius	Least Concern	LC	2	28.663	26.58	0	LC	Non-threatened	26549	0.001845644	9.71311E-09	9.63597E-08	1.35152E-05	0.000889886	0.001682658	0.010044473	0.019544372	0.04472113	0.067395368	0.072310832	Indomalayan
10714	Hypogeomys antimena	Rodentia	Nesomyidae	Hypogeomys	Endangered	EN	1	12.872	35	1	EN	Threatened	336	0.095238095	0.000882107	0.001747351	0.010064446	0.052724833	0.077755801	0.073953281	0.075025775	0.078023292	0.080680463	0.08092115	Afrotropic
10734	Hypsignathus monstrosus	Chiroptera	Pteropodidae	Hypsignathus	Least Concern	LC	5	125.14	97.458	0	LC	Non-threatened	2865866	0.128234537	1.66563E-06	1.05032E-05	0.010161984	0.152586207	0.198409919	0.107849409	0.127000791	0.187826231	0.414231849	0.440292221	Afrotropic
40559	Hypsiprymnodon moschatus	Diprotodontia	Hypsiprymnodontidae	Hypsiprymnodon	Least Concern	LC	2	22.57	268.47	0	LC	Non-threatened	10512	0.510939878	0.001074409	0.003292366	0.143935233	0.778791934	0.84022142	0.152984455	0.22370784	0.572758138	0.839274347	0.884761661	Australasia
17324	Hypsugo affinis	Chiroptera	Vespertilionidae	Hypsugo	Least Concern	LC	2	1.969	59.633	0	LC	Non-threatened	353117	0.146911647	1.1851E-07	1.87748E-06	0.003261591	0.207366994	0.455151403	0.121822819	0.140583879	0.359908968	0.801337373	0.862189555	Indomalayan
136560	Hypsugo alaschanicus	Chiroptera	Vespertilionidae	Hypsugo	Least Concern	LC	3	83.674	45.99	0	LC	Non-threatened	2990404	0.036238247	6.88457E-10	8.48042E-09	9.61241E-05	0.015633709	0.063372158	0.095163627	0.116574526	0.325262964	0.813996828	0.898711109	Palearctic
17327	Hypsugo anthonyi	Chiroptera	Vespertilionidae	Hypsugo	Data Deficient	DD	1	72.156	44.678	0	DD	Data deficient	47	0	0.000355051	0.000387799	0.010007601	0.037130146	0.039569259						Indomalayan
17328	Hypsugo arabicus	Chiroptera	Vespertilionidae	Hypsugo	Data Deficient	DD	4	74.451	43.749	0	DD	Data deficient	18993	0.075027642	2.59701E-07	4.83285E-06	0.002431279	0.047517062	0.096181469	0.073264053	0.077480954	0.107899599	0.187741643	0.229800969	Palearctic
171619155	Hypsugo ariel	Chiroptera	Vespertilionidae	Hypsugo	Data Deficient	DD	3	74.715	44.35	0	DD	Data deficient	310056	0.111434709	6.76549E-07	1.17101E-05	0.005217378	0.121523015	0.165261313	0.106932886	0.120625436	0.16090934	0.258776277	0.34651728	Palearctic
85200870	Hypsugo bemainty	Chiroptera	Vespertilionidae	Hypsugo	Least Concern	LC	2	97.7	45.394	0	LC	Non-threatened	2757	0	2.2122E-05	8.87692E-05	0.002125628	0.014852498	0.023129342						Afrotropic
17331	Hypsugo cadornae	Chiroptera	Vespertilionidae	Hypsugo	Least Concern	LC	2	79.735	45.193	0	LC	Non-threatened	515614	0.017588739	5.81814E-08	6.61367E-07	0.001580415	0.02688281	0.047620616	0.109325312	0.126737583	0.186614454	0.726230335	0.796606505	Indomalayan
85201719	Hypsugo dolichodon	Chiroptera	Vespertilionidae	Hypsugo	Data Deficient	DD	3			0	DD	Data deficient	426913	0.053198193	3.46139E-08	2.38542E-07	0.000411664	0.046666937	0.11492667	0.100911062	0.115305662	0.206505761	0.617268622	0.749110669	Indomalayan
44854	Hypsugo eisentrauti	Chiroptera	Vespertilionidae	Hypsugo	Data Deficient	DD	1	1.154	46.37	0	DD	Data deficient	8577	0.001399091	5.15188E-07	1.12031E-06	0.000209628	0.002558434	0.006057673	0.018072107	0.022309796	0.040479701	0.049103497	0.049689112	Afrotropic
17345	Hypsugo joffrei	Chiroptera	Vespertilionidae	Hypsugo	Data Deficient	DD	1	76.77	44.796	0	DD	Data deficient	4031	0.178863806	0.001001588	0.001478315	0.018583538	0.375807047	0.608218253	0.172477499	0.201934502	0.415957451	0.685657799	0.703931928	Indomalayan
17346	Hypsugo kitcheneri	Chiroptera	Vespertilionidae	Hypsugo	Data Deficient	DD	2	74.97	43.743	0	DD	Data deficient	37787	0.210495673	0.000660342	0.001915475	0.027357448	0.182671356	0.374006379	0.119206746	0.129751569	0.178273566	0.420144236	0.431235507	Indomalayan
85202881	Hypsugo lanzai	Chiroptera	Vespertilionidae	Hypsugo	Endangered	EN	2			1	EN	Threatened	3105	0	2.70044E-05	4.59586E-05	0.000322944	0.002508471	0.003667063						Afrotropic
17347	Hypsugo lophurus	Chiroptera	Vespertilionidae	Hypsugo	Data Deficient	DD	2	73.48	44.228	0	DD	Data deficient	3	0	0.000285876	0.000367802	0.001023204	0.001084733	0.001092424						
17349	Hypsugo macrotis	Chiroptera	Vespertilionidae	Hypsugo	Data Deficient	DD	3	79.199	47.794	0	DD	Data deficient	51531	0.001630087	3.75903E-11	4.60532E-10	3.58779E-05	0.004401172	0.006530627	0.025139003	0.034134559	0.054981165	0.061905474	0.062771882	Indomalayan
44855	Hypsugo musciculus	Chiroptera	Vespertilionidae	Hypsugo	Data Deficient	DD	2	75.757	43.585	0	DD	Data deficient	610616	0.26917408	4.52049E-05	0.000399513	0.034666227	0.237426765	0.401031882	0.118994457	0.137013011	0.197705418	0.43146553	0.443732165	Afrotropic
17360	Hypsugo pulveratus	Chiroptera	Vespertilionidae	Hypsugo	Least Concern	LC	5	73.689	44.671	0	LC	Non-threatened	2661915	0.01186101	9.01819E-09	2.14787E-07	0.000381999	0.013605498	0.028428223	0.075256729	0.094412819	0.162693858	0.561282468	0.631425655	Indomalayan
44856	Hypsugo savii	Chiroptera	Vespertilionidae	Hypsugo	Least Concern	LC	9	74.631	52.1	0	LC	Non-threatened	4280320	0.044028717	1.04876E-09	2.44417E-08	0.000127914	0.025748163	0.091395344	0.115704656	0.141084346	0.253271639	0.796410012	0.90797925	Palearctic
44195	Hypsugo vordermanni	Chiroptera	Vespertilionidae	Hypsugo	Data Deficient	DD	1	94.679	48.54	0	DD	Data deficient	13683	0.010524008	2.56057E-05	6.99961E-05	0.002747671	0.043103114	0.077297556	0.073197459	0.085325308	0.132160127	0.222276312	0.237873579	Indomalayan
10748	Hystrix africaeaustralis	Rodentia	Hystricidae	Hystrix	Least Concern	LC	6	93.49	77	0	LC	Non-threatened	7519969	0.115410582	5.1695E-06	3.72503E-05	0.006822812	0.135173842	0.267637879	0.103210941	0.121971087	0.222660512	0.67692762	0.813058805	Afrotropic
10749	Hystrix brachyura	Rodentia	Hystricidae	Hystrix	Least Concern	LC	1	112	78.156	0	LC	Non-threatened	5801924	0.037921903	1.18261E-08	2.38802E-07	0.000661973	0.037594568	0.087530367	0.112979884	0.132109392	0.204436444	0.456815946	0.694414389	Indomalayan
10750	Hystrix crassispinis	Rodentia	Hystricidae	Hystrix	Least Concern	LC	1	112	75.724	0	LC	Non-threatened	734160	0.162860957	0.000194797	0.000984397	0.033881091	0.192389882	0.361860256	0.131635167	0.1479818	0.199971043	0.430849537	0.440857254	Indomalayan
10746	Hystrix cristata	Rodentia	Hystricidae	Hystrix	Least Concern	LC	8	71.45	83.38	0	LC	Non-threatened	4282770	0.021128849	7.6169E-08	4.80267E-07	0.000296435	0.019560718	0.046709117	0.087885768	0.106172824	0.180880532	0.417825681	0.595360231	Afrotropic
10751	Hystrix indica	Rodentia	Hystricidae	Hystrix	Least Concern	LC	9	113	78.78	0	LC	Non-threatened	7072259	0.048054236	2.86901E-09	2.73545E-08	0.000178553	0.039998621	0.103387862	0.115895883	0.132934257	0.209348001	0.49326421	0.759810016	Palearctic
10752	Hystrix javanica	Rodentia	Hystricidae	Hystrix	Least Concern	LC	2	112	8.159	0	LC	Non-threatened	167976	8.33452E-05	1.14899E-10	9.40174E-10	2.4844E-06	0.000394435	0.00152611	0.00633407	0.007007273	0.011625366	0.021093465	0.024465535	Indomalayan
10753	Hystrix pumila	Rodentia	Hystricidae	Hystrix	Vulnerable	VU	2	112	72.83	0	VU	Threatened	12167	0.007479247	1.29767E-05	4.57278E-05	0.00192892	0.022266232	0.037848294	0.074989375	0.102261253	0.115789808	0.121758133	0.122312732	Indomalayan
10754	Hystrix sumatrae	Rodentia	Hystricidae	Hystrix	Least Concern	LC	3	112	87.35	0	LC	Non-threatened	430021	0.002271982	4.05168E-06	3.27405E-05	0.003098417	0.014923329	0.017129816	0.053928972	0.073281279	0.254415303	0.448027438	0.486247665	Indomalayan
10755	Ia io	Chiroptera	Vespertilionidae	Ia	Near Threatened	NT	3	93.171	48.753	0	NT	Non-threatened	1512887	0.028725873	2.09507E-07	3.02442E-06	0.000753269	0.022947813	0.056553619	0.101576647	0.118177605	0.200910345	0.643043137	0.776611757	Indomalayan
41620	Ichneumia albicauda	Carnivora	Herpestidae	Ichneumia	Least Concern	LC	5	8.913	273.962	0	LC	Non-threatened	14201438	0.089972579	1.22099E-06	6.53456E-06	0.002250794	0.091776036	0.221208781	0.118087018	0.136895452	0.274667919	0.905254835	0.99231334	Afrotropic
20487	Ictidomys mexicanus	Rodentia	Sciuridae	Ictidomys	Least Concern	LC	3	29.523	91.38	0	LC	Non-threatened	717864	0.061758216	2.04688E-08	7.6244E-07	0.000427936	0.058632943	0.115708365	0.076139675	0.094045047	0.163893864	0.3425246	0.40007761	Nearctic
42564	Ictidomys tridecemlineatus	Rodentia	Sciuridae	Ictidomys	Least Concern	LC	5	27.75	28	0	LC	Non-threatened	3674332	0.035994026	4.74378E-09	1.0562E-07	0.000133316	0.009582504	0.03633472	0.055192341	0.077283595	0.452945024	0.935559595	0.978460896	Nearctic
41645	Ictonyx libycus	Carnivora	Mustelidae	Ictonyx	Least Concern	LC	2	44.456	38.45	0	LC	Non-threatened	5086731	0.261277626	1.428E-06	1.01647E-05	0.007416439	0.813147247	0.955167025	0.148139086	0.18358146	0.57866782	0.991002309	0.999767339	Afrotropic
41646	Ictonyx striatus	Carnivora	Mustelidae	Ictonyx	Least Concern	LC	4	36.523	79	0	LC	Non-threatened	15246240	0.093420279	2.12378E-06	1.22956E-05	0.003298693	0.099288911	0.239561036	0.108289569	0.127573326	0.269883484	0.792793524	0.911603031	Afrotropic
10790	Idionycteris phyllotis	Chiroptera	Vespertilionidae	Idionycteris	Least Concern	LC	4	88.484	43.958	0	LC	Non-threatened	1395721	0.132155352	8.76254E-07	3.47553E-05	0.006485271	0.130082726	0.219703615	0.079583621	0.09711178	0.175473131	0.417753503	0.57394242	Nearctic
10794	Idiurus macrotis	Rodentia	Anomaluridae	Idiurus	Least Concern	LC	2	46.24	45.362	0	LC	Non-threatened	622914	0.066562961	4.04515E-07	1.5475E-06	0.002355962	0.088957488	0.156969524	0.131771038	0.142065889	0.172917262	0.198681432	0.199971913	Afrotropic
10796	Idiurus zenkeri	Rodentia	Anomaluridae	Idiurus	Least Concern	LC	2	46.252	45.564	0	LC	Non-threatened	276291	0.12420962	6.63352E-06	4.5091E-05	0.013524755	0.152549163	0.181000173	0.133911391	0.142380048	0.173948221	0.199242926	0.199999988	Afrotropic
10826	Indri indri	Primates	Indriidae	Indri	Critically Endangered	CR	2	142.57	324.89	0	CR	Threatened	30212	0	0.000512761	0.001018264	0.013740655	0.066641655	0.07727179						Afrotropic
10845	Iomys horsfieldii	Rodentia	Sciuridae	Iomys	Least Concern	LC	3	44.776	58.746	0	LC	Non-threatened	808441	0.066798938	3.97366E-08	1.77813E-06	0.003680895	0.081407197	0.180344924	0.125087826	0.144579506	0.270959437	0.675046825	0.845245528	Indomalayan
10846	Iomys sipora	Rodentia	Sciuridae	Iomys	Endangered	EN	1	43.82	59.97	1	EN	Threatened	1134	0.001763668	0.000185112	0.000306974	0.003615126	0.026723913	0.028118669	0.064898138	0.068775388	0.099793386	0.130811384	0.134688633	Indomalayan
10851	Irenomys tarsalis	Rodentia	Cricetidae	Irenomys	Least Concern	LC	2	25.169	23.461	0	LC	Non-threatened	144587	0.322214307	3.22623E-05	0.000144534	0.034562074	0.451705003	0.727031934	0.131462709	0.159952018	0.391847789	0.807851738	0.883658153	Neotropic
10863	Isoodon auratus	Peramelemorphia	Peramelidae	Isoodon	Vulnerable	VU	5	12.5	59.99	1	VU	Threatened	20628	0.914436688	0.096917829	0.261721033	0.974475712	1	1	0.395654315	0.471773398	0.983554482	1	1	Australasia
40552	Isoodon macrourus	Peramelemorphia	Peramelidae	Isoodon	Least Concern	LC	11	12.255	61.495	0	LC	Non-threatened	1094007	0.472349811	0.000600924	0.002521874	0.111204945	0.932764637	0.984303284	0.143071768	0.187153068	0.709681958	0.986584526	0.99915908	Australasia
40553	Isoodon obesulus	Peramelemorphia	Peramelidae	Isoodon	Least Concern	LC	7	15	6.995	0	LC	Non-threatened	201916	0.225484855	1.56161E-05	0.000100431	0.006872116	0.653314769	0.859263614	0.076916684	0.108634266	0.548698366	0.949999499	0.978715515	Australasia
14914835	Isothrix barbarabrownae	Rodentia	Echimyidae	Isothrix	Data Deficient	DD	1	87.815	45.79	0	DD	Data deficient	314	0.426751592	0.003300652	0.007446123	0.071536936	0.236773665	0.252946341	0.094679596	0.103205117	0.15186137	0.256198683	0.264171138	Neotropic
90386297	Isothrix bistriata	Rodentia	Echimyidae	Isothrix	Least Concern	LC	2	96.386	57.856	0	LC	Non-threatened	1832157	0.692125729	0.003028156	0.010783027	0.436938345	0.99987191	1	0.18255782	0.227248809	0.84218055	1	1	Neotropic
136751	Isothrix negrensis	Rodentia	Echimyidae	Isothrix	Least Concern	LC	1	96.176	57.526	0	LC	Non-threatened	296538	0.965387235	0.258107398	0.462476462	0.998159468	1	1	0.425609986	0.531787342	0.998898506	1	1	Neotropic
90386307	Isothrix orinoci	Rodentia	Echimyidae	Isothrix	Data Deficient	DD	1	96.176	57.526	0	DD	Data deficient	126607	0.946772295	0.149444214	0.501055706	1	1	1	0.508490175	0.899768633	1	1	1	Neotropic
10879	Isothrix pagurus	Rodentia	Echimyidae	Isothrix	Least Concern	LC	1	87.383	39.987	0	LC	Non-threatened	353779	0.819305273	0.017759363	0.059290915	0.918010771	1	1	0.209895086	0.31722793	0.976212144	1	1	Neotropic
41786	Isothrix sinnamariensis	Rodentia	Echimyidae	Isothrix	Least Concern	LC	1	85.716	35.398	0	LC	Non-threatened	4871	0.758571135	0.057681823	0.096523099	0.847857058	1	1	0.417200461	0.500604451	0.919432402	1	1	Neotropic
10886	Isthmomys flavidus	Rodentia	Cricetidae	Isthmomys	Near Threatened	NT	1	33.776	28.826	1	NT	Non-threatened	6511	0.017508831	2.85246E-05	9.51342E-05	0.005386229	0.039686676	0.07023887	0.089589969	0.09422372	0.132087752	0.158607204	0.161539817	Neotropic
10887	Isthmomys pirrensis	Rodentia	Cricetidae	Isthmomys	Least Concern	LC	1	31.689	26.989	0	LC	Non-threatened	5228	0.816373374	0.036359591	0.06908021	0.349890232	0.827080584	0.861908242	0.19952671	0.21347259	0.385842651	0.841396642	0.865322837	Neotropic
10911	Jaculus blanfordi	Rodentia	Dipodidae	Jaculus	Least Concern	LC	2	28.854	32.946	0	LC	Non-threatened	1308248	0.147118895	2.15073E-05	0.000156743	0.014797185	0.175463237	0.324735355	0.124523678	0.138260819	0.199999988	0.429182529	0.444409761	Palearctic
10912	Jaculus jaculus	Rodentia	Dipodidae	Jaculus	Least Concern	LC	4	38	51	0	LC	Non-threatened	8140058	0.51723403	2.27467E-05	0.000497131	0.149573252	0.962747991	0.997494698	0.15109141	0.176262176	0.453363717	0.996921647	1	Palearctic
10913	Jaculus orientalis	Rodentia	Dipodidae	Jaculus	Least Concern	LC	3	35.1	42.1	0	LC	Non-threatened	434575	0.056724386	2.97112E-09	3.79811E-08	9.39307E-05	0.029064299	0.130686437	0.094495919	0.114918791	0.402451664	0.87915653	0.927073479	Palearctic
45958882	Jaculus thaleri	Rodentia	Dipodidae	Jaculus	Data Deficient	DD		74.391	7.247	0	DD	Data deficient	13313	0.07263577	0.000125646	0.000387703	0.007863557	0.086828691	0.144871634	0.096461538	0.122148176	0.151095092	0.185476902	0.273293296	Palearctic
23078	Juliomys pictipes	Rodentia	Cricetidae	Juliomys	Least Concern	LC	2	26.63	23.78	0	LC	Non-threatened	439761	0.027485384	1.82434E-08	1.04615E-06	0.000396633	0.015829841	0.036602095	0.041093009	0.056049014	0.11456769	0.37188623	0.532725692	Neotropic
136563	Juliomys rimofrons	Rodentia	Cricetidae	Juliomys	Near Threatened	NT	1	23.114	2.833	1	NT	Non-threatened	10680	0.065262172	2.00399E-06	5.29925E-05	0.002319539	0.03625522	0.108062877	0.060763128	0.071760899	0.216694549	0.458015549	0.487588751	Neotropic
115555116	Juscelinomys huanchacae	Rodentia	Cricetidae	Juscelinomys	Data Deficient	DD	2	26.599	22.257	0	DD	Data deficient	145970	0.623648695	0.004388705	0.010730744	0.256311923	0.868839628	0.949552119	0.159069915	0.186553659	0.416429713	0.932414275	0.972527254	Neotropic
10954	Kadarsanomys sodyi	Rodentia	Muridae	Kadarsanomys	Endangered	EN	1	25.568	27.84	1	EN	Threatened	271	0	4.38077E-07	1.86704E-06	0.000147137	0.000279067	0.000289567						Indomalayan
10957	Kannabateomys amblyonyx	Rodentia	Echimyidae	Kannabateomys	Least Concern	LC	1	86.465	57.838	0	LC	Non-threatened	919218	0.028491609	4.69732E-08	1.87382E-06	0.000322298	0.013825523	0.034875783	0.042399685	0.055731104	0.129299894	0.451829553	0.613389364	Neotropic
10966	Kerivoula africana	Chiroptera	Vespertilionidae	Kerivoula	Endangered	EN	1	84.79	55.773	1	EN	Threatened	31733	0.025336401	7.67594E-06	3.00599E-05	0.001017483	0.012485086	0.038651834	0.116663617	0.124773137	0.146028422	0.165419075	0.16842423	Afrotropic
10968	Kerivoula agnella	Chiroptera	Vespertilionidae	Kerivoula	Endangered	EN	1	9.3	52.884	0	EN	Threatened	2349	0.018731375	0.039818242	0.040196445	0.041691989	0.049258152	0.054278471	0.206743807	0.22450867	0.27095376	0.335014448	0.367037556	Australasia
10969	Kerivoula argentata	Chiroptera	Vespertilionidae	Kerivoula	Least Concern	LC	1	87.197	52.697	0	LC	Non-threatened	2892312	0.059200045	2.18018E-06	1.0935E-05	0.003458808	0.06502431	0.141267862	0.107459018	0.126810989	0.195327312	0.478726935	0.682974207	Afrotropic
154196297	Kerivoula crypta	Chiroptera	Vespertilionidae	Kerivoula	Least Concern	LC	2	86.65	63.225	0	LC	Non-threatened	4535	0.007497244	3.4345E-08	1.28849E-07	6.17385E-06	0.000403797	0.003145162	0.029160355	0.036025785	0.039936205	0.042155024	0.042515968	Indomalayan
10971	Kerivoula cuprosa	Chiroptera	Vespertilionidae	Kerivoula	Data Deficient	DD	2	91.229	63.645	0	DD	Data deficient	597829	0.158796244	4.06262E-06	3.55269E-05	0.015919894	0.190463981	0.275260293	0.136352107	0.151763141	0.198273927	0.419298804	0.435628003	Afrotropic
154195907	Kerivoula depressa	Chiroptera	Vespertilionidae	Kerivoula	Least Concern	LC	2	86.65	63.225	0	LC	Non-threatened	931378	0.033368836	8.23151E-09	7.98021E-08	0.000239087	0.035118325	0.074508909	0.100207315	0.113433914	0.17707549	0.4926548	0.705714905	Indomalayan
154195951	Kerivoula dongduongana	Chiroptera	Vespertilionidae	Kerivoula	Least Concern	LC	2	86.65	63.225	0	LC	Non-threatened	274150	0.038198067	2.40868E-07	1.5477E-06	0.001769558	0.033963716	0.074280975	0.098905805	0.11494562	0.166911036	0.34465428	0.376173922	Indomalayan
10972	Kerivoula eriophora	Chiroptera	Vespertilionidae	Kerivoula	Data Deficient	DD	1	83.18	53.94	0	DD	Data deficient	306	0	0.002972175	0.003102827	0.003683671	0.00675963	0.007153517						Afrotropic
10973	Kerivoula flora	Chiroptera	Vespertilionidae	Kerivoula	Vulnerable	VU	1	85.745	57.326	0	VU	Threatened	48165	0.000249144	6.42728E-08	6.74266E-07	0.000107193	0.003315298	0.005357648	0.023952969	0.030863128	0.064873636	0.102037972	0.108125279	Australasia
154196065	Kerivoula furva	Chiroptera	Vespertilionidae	Kerivoula	Least Concern	LC	2	86.65	63.225	0	LC	Non-threatened	350143	0.009119131	1.52792E-08	2.42866E-07	0.000178165	0.005964569	0.024149195	0.095387106	0.118251017	0.153926492	0.195017561	0.197718495	Indomalayan
154195594	Kerivoula hardwickii	Chiroptera	Vespertilionidae	Kerivoula	Least Concern	LC	4	86.65	63.225	0	LC	Non-threatened	3441753	0.053917873	3.32861E-08	4.02884E-07	0.002241209	0.071452458	0.130977044	0.115992776	0.133593892	0.199999988	0.444497359	0.719040424	Indomalayan
10975	Kerivoula intermedia	Chiroptera	Vespertilionidae	Kerivoula	Near Threatened	NT	2	85.71	54.31	0	NT	Non-threatened	863602	0.154431092	7.00684E-06	0.000190867	0.02855713	0.190750951	0.365586545	0.132094534	0.148811778	0.201065674	0.438250053	0.483161402	Indomalayan
136240	Kerivoula kachinensis	Chiroptera	Vespertilionidae	Kerivoula	Least Concern	LC	2	81.647	54.273	0	LC	Non-threatened	645905	0.037022472	2.0334E-07	2.07592E-06	0.002741068	0.032689165	0.072712576	0.114363189	0.130388227	0.30778724	0.759708595	0.834518707	Indomalayan
136572	Kerivoula krauensis	Chiroptera	Vespertilionidae	Kerivoula	Near Threatened	NT	3	83.191	51.698	0	NT	Non-threatened	2823	0.149840595	0.000133038	0.000714421	0.015091097	0.325274795	0.426199389	0.18894324	0.211127385	0.380592108	0.518673825	0.723513514	Indomalayan
10977	Kerivoula lanosa	Chiroptera	Vespertilionidae	Kerivoula	Least Concern	LC	3	7	54.587	0	LC	Non-threatened	8967338	0.119486742	2.40987E-06	1.70228E-05	0.006687883	0.150330082	0.313586533	0.11448711	0.13372577	0.218859717	0.881509602	0.979632056	Afrotropic
